,FFP_TIER,AVG_INTERVAL,avg_discount,EXCHANGE_COUNT,Point_NotFlight,Ration_L1Y_Flight_Count,L1Y_BP_SUM,P1Y_BP_SUM,Customer_Status
389,6,8.369047619,1.401901923,2,11,0.541176471,49829,45054,准流失
390,5,14.61702128,1.453157218,0,5,0.5625,54318,37355,准流失
391,6,6.873786408,0.721752894,4,24,0.519230769,37908,41650,准流失
392,6,12.75,1.179321043,0,0,0.49122807,51989,40703,已流失
393,6,16.85714286,0.757415506,0,3,0.720930233,63191,22504,准流失
394,6,7.19,0.841051069,0,23,0.435643564,26993,71022,已流失
395,5,10.55882353,0.702125684,3,6,0.550724638,45061,36858,准流失
396,6,10.3,1.413737887,0,3,0.478873239,37521,55193,已流失
397,6,5.902439024,0.837548052,7,18,0.491935484,54997,54145,已流失
398,6,7.847058824,1.10819519,0,4,0.686046512,69491,20628,准流失
399,6,8.802469136,0.818666539,4,43,0.536585366,50183,40647,准流失
400,6,5.900826446,0.714470804,5,83,0.540983607,41219,36959,准流失
401,4,38.17647059,0.718332944,0,0,0.555555556,30150,37689,准流失
402,6,15.73684211,1.387449853,0,5,0.282051282,28620,67682,已流失
403,6,8.329268293,0.870657357,0,11,0.590361446,43025,48772,准流失
404,6,9.0375,0.982403492,10,13,0.543209877,58212,33708,准流失
405,5,10.56923077,0.8786453,2,35,0.454545455,49166,47496,已流失
406,5,14.88888889,1.365195471,0,4,0.391304348,25193,68696,已流失
407,6,9.810810811,0.745084105,9,13,0.426666667,47217,37557,已流失
408,5,9.529411765,0.774192107,2,17,0.260869565,20347,64556,已流失
409,6,16.13636364,1.432941764,0,4,0.555555556,50979,39495,准流失
410,6,20.28571429,1.460493648,2,10,0.527777778,46245,48207,准流失
411,5,6.523809524,0.746489276,4,14,0.613207547,48763,37137,准流失
412,5,11.23809524,1.464381643,3,12,0.328125,27874,54783,已流失
413,5,12.01666667,0.734098361,0,0,0.508196721,24849,23452,准流失
414,5,8.409090909,0.788739195,0,11,0.701492537,61332,25549,准流失
415,5,13.23529412,0.778333174,10,16,0.461538462,42055,40021,已流失
416,4,32.25,0.704172358,0,0,0.619047619,39628,29071,准流失
417,6,7.232323232,0.8364076,0,8,0.56,42889,38706,准流失
418,6,6.093220339,0.971327249,9,43,0.529411765,50534,42743,准流失
419,6,8.807692308,1.305487564,15,27,0.556962025,49137,40730,准流失
420,6,7.03,0.822947613,14,21,0.564356436,47177,40681,准流失
421,6,6.295652174,0.750052132,4,9,0.551724138,41815,37365,准流失
422,5,15.65853659,1.303695272,3,8,0.285714286,22521,51969,已流失
423,6,8.987654321,0.767930622,5,9,0.426829268,34430,49982,已流失
424,6,7.557894737,0.72174598,2,86,0.5,40315,44123,准流失
425,6,8.91025641,0.779597965,0,20,0.721518987,64320,23271,准流失
426,6,5.378787879,0.675632052,14,92,0.601503759,43910,30128,准流失
427,5,9.861111111,0.717086814,4,7,0.465753425,40835,45247,已流失
428,4,12.61403509,0.790434004,2,6,0.482758621,40286,42459,已流失
429,5,26.61111111,0.742307172,2,3,0.368421053,30001,47671,已流失
430,6,7.147540984,1.265360941,1,2,0.887096774,86691,11523,准流失
431,5,15.95555556,1.425841856,6,8,0.391304348,44809,41011,已流失
432,6,19.18918919,1.450518407,2,3,0.447368421,34272,40687,已流失
433,5,10.578125,0.858959758,0,7,0.538461538,42940,44702,准流失
434,6,27.85714286,0.968166892,0,3,0.933333333,99374,915,未流失
435,5,7.891304348,0.754275019,6,17,0.430107527,33568,50292,已流失
436,4,59.16666667,0.651163082,1,1,0.538461538,32564,23260,准流失
437,5,12.30508475,0.811934708,3,6,0.683333333,62847,25696,准流失
438,5,7.72826087,0.82114127,1,4,0.548387097,55458,36290,准流失
439,6,8.56097561,0.712543548,3,23,0.602409639,59099,26883,准流失
440,4,14.20930233,0.886273019,0,22,0.659090909,51615,38231,准流失
441,5,11.81967213,0.855358305,6,12,0.516129032,65959,25416,准流失
442,6,8.227272727,1.221743017,5,10,0.651685393,63058,28895,准流失
443,5,9.311688312,0.789605839,5,20,0.564102564,39252,46568,准流失
444,6,17.73684211,1.3639718,5,8,0.666666667,61644,28475,准流失
445,6,7.16,0.929938153,8,23,0.584158416,53575,42100,准流失
446,5,16.60465116,1.452790676,0,5,0.477272727,37263,49782,已流失
447,5,22.76666667,1.375394871,6,7,0.516129032,51356,45383,准流失
448,6,9.472972973,0.781846052,3,12,0.413333333,39120,42748,已流失
449,6,7.47826087,0.894763601,3,8,0.602150538,61925,28370,准流失
450,5,13.09433962,1.33526505,10,15,0.388888889,36269,50283,已流失
451,6,9.902777778,1.242032954,15,21,0.178082192,13237,74364,已流失
452,6,10.47826087,0.969874916,2,3,0.557142857,48862,41268,准流失
453,6,19.71428571,0.926531747,0,1,0.666666667,47653,32874,准流失
454,6,15.95454545,1.401278409,4,10,0.533333333,47981,37333,准流失
455,6,7.458333333,1.432786199,3,7,0.505154639,47765,40590,准流失
456,4,6.70754717,0.715139321,5,17,0.579439252,48807,27266,准流失
457,5,5.729508197,0.850722921,3,8,0.601626016,56418,32321,准流失
458,5,18.81081081,1.408719882,1,2,0.578947368,53368,40119,准流失
459,6,7.350515464,0.733567861,4,10,0.571428571,50091,33805,准流失
460,5,17.4375,1.451830132,0,3,0.545454545,49532,42630,准流失
461,5,18.97368421,1.393603751,0,2,0.461538462,40044,48100,已流失
462,6,8.690140845,1.286411022,0,3,0.652777778,63688,25997,准流失
463,6,8.682926829,0.749031121,5,12,0.554216867,37832,45446,准流失
464,5,11.13846154,0.777650711,8,41,0.439393939,30436,57199,已流失
465,4,15.04444444,0.78231049,5,10,0.52173913,52716,33139,准流失
466,6,10.90625,0.923260068,7,7,0.523076923,50848,39091,准流失
467,6,7.285714286,0.763360156,1,8,0.585858586,42161,35749,准流失
468,5,13.71698113,1.463962112,0,6,0.407407407,34990,50135,已流失
469,6,11.15625,0.878302187,8,26,0.538461538,60621,37111,准流失
470,4,14.38461538,0.941445133,1,4,0.296296296,44768,61341,已流失
471,6,19.97142857,1.302530408,5,6,0.388888889,38803,48488,已流失
472,6,11.8,1.306106868,0,3,0.606557377,54177,35300,准流失
473,5,14.25,1.425973949,1,8,0.428571429,34289,50465,已流失
474,6,15.66666667,1.314534381,7,8,0.826086957,78982,11795,准流失
475,5,7.078431373,0.746901054,7,12,0.475728155,40294,44229,已流失
476,6,12.78431373,1.228696235,1,3,0.442307692,35523,46908,已流失
477,6,15.85714286,1.35804096,3,7,0.777777778,77900,15269,准流失
478,5,17.41666667,1.402335037,1,4,0.540540541,44253,43317,准流失
479,6,6.97979798,1.4373,2,4,0.62,55754,34770,准流失
480,6,14.4,1.06409081,5,38,0.450980392,29025,57887,已流失
481,5,10.55882353,0.742781227,0,2,0.492753623,43352,35253,已流失
482,5,7.827160494,0.850807631,0,4,0.5,39045,46142,准流失
483,5,42.58333333,0.971737343,0,0,0.846153846,84249,16134,准流失
484,6,11.03125,1.246913025,3,10,0.492307692,40586,44535,已流失
485,5,15.65909091,1.247410235,0,0,0.511111111,40717,48112,准流失
486,6,5.846153846,0.67473221,0,4,0.5,34193,36896,准流失
487,5,9.527027027,0.725720724,0,4,0.56,44789,34668,准流失
488,5,12.74545455,0.789488352,7,30,0.642857143,56536,28247,准流失
489,5,9.930555556,0.720501275,0,0,0.602739726,42271,33779,准流失
490,5,10.8,1.116894004,1,9,0.333333333,29444,54818,已流失
491,5,36.15,0.660121097,2,2,0.619047619,36314,32118,准流失
492,5,9.220779221,0.807724519,6,35,0.525641026,44828,39338,准流失
493,6,8.179775281,0.753979567,0,4,0.488888889,35133,44002,已流失
494,5,9.151898734,0.766244247,4,11,0.4,36822,45275,已流失
495,4,32.89473684,0.761441087,1,1,0.45,51454,33238,已流失
496,4,8.82278481,0.781219907,3,12,0.4625,43410,48340,已流失
497,5,7.393617021,0.87833354,2,9,0.315789474,22908,64908,已流失
498,6,7.387755102,0.780552044,1,3,0.565656566,49534,30865,准流失
499,6,7.943820225,0.716619964,0,10,0.533333333,40106,36399,准流失
500,5,22.6875,1.447113927,3,8,0.393939394,36920,51134,已流失
501,5,9.833333333,0.830436144,1,6,0.342465753,31142,53117,已流失
502,6,5.658730159,0.737284819,8,16,0.511811024,37686,37394,准流失
503,4,6.951219512,0.800316069,1,4,0.096385542,6504,78646,已流失
504,6,26.65384615,1.010241814,0,0,0.555555556,21199,77231,准流失
505,5,7.364583333,0.614937825,3,20,0.597938144,36442,31153,准流失
506,6,9.513157895,0.875997495,6,18,0.597402597,52404,38542,准流失
507,4,31.83333333,1.053728357,0,0,0.578947368,57952,52185,准流失
508,4,37.08333333,0.72670131,1,1,0.538461538,36003,41673,准流失
509,6,5.289855072,0.703798197,4,60,0.561151079,56602,30673,准流失
510,6,8.494117647,0.803908618,1,9,0.523255814,46158,39626,准流失
511,5,8.913580247,0.737626911,1,43,0.475609756,34415,40202,已流失
512,6,16.6,0.9943289,4,6,0.731707317,63851,18604,准流失
513,5,10.26760563,0.755011912,4,27,0.444444444,29571,55419,已流失
514,5,8.839506173,0.782969391,5,10,0.524390244,35428,46442,准流失
515,6,8.682926829,1.36549308,0,4,0.674698795,61853,24722,准流失
516,5,7.879120879,0.875138818,4,8,0.434782609,42336,43185,已流失
517,5,14.625,0.920499534,6,10,0.326530612,28402,54395,已流失
518,5,9.876712329,0.719323851,2,14,0.486486486,39446,42790,已流失
519,6,9.337662338,0.854748717,0,37,0.512820513,44615,41367,准流失
520,6,14.5,0.858548997,1,5,0.530612245,44715,33135,准流失
521,5,16.3255814,1.311839518,7,9,0.727272727,60706,27290,准流失
522,4,28.16,0.875781421,4,7,0.5,49550,47429,准流失
523,6,8.583333333,0.729566125,6,43,0.529411765,39224,48475,准流失
524,6,15.10416667,1.454720362,3,9,0.571428571,46098,39243,准流失
525,6,10.54411765,0.854199991,5,21,0.652173913,57320,36520,准流失
526,5,9.557692308,0.787266634,1,1,0.867924528,56597,5584,准流失
527,4,62.6,0.670909091,0,0,0.545454545,48852,30240,准流失
528,6,13.11111111,0.76517731,6,15,0.454545455,37610,49661,已流失
529,6,18.76315789,1.427421952,3,7,0.538461538,49952,37561,准流失
530,4,40.52941176,0.725114241,6,6,0.5,34161,25918,准流失
531,4,11.41935484,0.656078433,1,15,0.349206349,33074,47608,已流失
532,4,24.95454545,0.529890073,0,2,0.304347826,15166,50368,已流失
533,5,12.85185185,0.866817337,0,0,0.509090909,35988,41575,准流失
534,4,20.05714286,0.799957309,4,13,0.388888889,34032,59638,已流失
535,6,16.95238095,1.299686515,0,3,0.325581395,31807,53259,已流失
536,4,12.06896552,1.142706025,5,6,0.322033898,10717,76431,已流失
537,5,10.69117647,0.913754872,6,10,0.594202899,53810,36579,准流失
538,4,8.973684211,0.600361671,7,9,0.493506494,20554,41556,已流失
539,6,9.581081081,0.793122565,3,77,0.613333333,55698,37014,准流失
540,5,8.090909091,0.911670561,15,18,0.595505618,55205,34351,准流失
541,5,14.1,1.251371344,2,3,0.529411765,49241,39166,准流失
542,5,43.78571429,1.053199256,4,40,0.466666667,38638,64069,已流失
543,6,14.4,0.733716489,1,5,0.529411765,31296,42164,准流失
544,6,11.4516129,1.062971704,6,105,0.380952381,37013,46575,已流失
545,5,11.03030303,0.77813186,4,8,0.507462687,43372,40645,准流失
546,4,14.61764706,0.869739722,2,3,0.685714286,79025,12543,准流失
547,4,24.06666667,0.789749247,3,33,0.451612903,29334,38994,已流失
548,5,11.30645161,0.677294726,0,0,0.507936508,44310,24051,准流失
549,6,7.510638298,0.791891174,3,5,0.621052632,46775,35255,准流失
550,5,7.458333333,0.795848724,2,23,0.422680412,42437,32166,已流失
551,5,10.74242424,0.712584784,0,2,0.462686567,36885,45580,已流失
552,6,7.29,0.742826118,3,39,0.495049505,35076,43234,已流失
553,5,11.91525424,0.673196678,4,10,0.616666667,43794,25885,准流失
554,4,55.36363636,0.728333333,0,0,0.5,39861,28471,准流失
555,5,15.38297872,1.404469958,3,6,0.270833333,19950,61481,已流失
556,6,14.17647059,1.427972616,3,8,0.557692308,45536,41096,准流失
557,6,67.9,1.09967805,1,2,0.272727273,17798,78353,已流失
558,5,8.0,0.810163224,6,40,0.532608696,38719,38530,准流失
559,5,10.77272727,0.754195707,1,6,0.462686567,31501,42407,已流失
560,6,15.73913043,1.280616269,6,7,0.680851064,60848,23042,准流失
561,4,6.222222222,0.61047623,5,13,0.52293578,29825,37445,准流失
562,5,8.555555556,0.646682872,4,8,0.475609756,29947,36779,已流失
563,6,10.44776119,0.819026757,4,8,0.514705882,47367,52338,准流失
564,6,8.91025641,0.775295725,6,8,0.632911392,55163,27770,准流失
565,5,9.342465753,0.734588563,6,6,0.459459459,34273,43096,已流失
566,4,20.53333333,1.463755474,3,5,0.451612903,36740,46021,已流失
567,5,20.24242424,1.001857522,0,8,0.529411765,46314,51808,准流失
568,5,9.863013699,0.690051909,4,10,0.459459459,37224,41261,已流失
569,6,79.83333333,1.021428571,0,0,0.714285714,70953,26753,准流失
570,4,18.14285714,0.739067177,3,3,0.444444444,21175,41142,已流失
571,6,14.78571429,1.224596738,4,5,0.720930233,74164,12215,准流失
572,6,6.619047619,0.678582369,7,11,0.443396226,26485,46226,已流失
573,6,8.272727273,0.82264602,0,2,0.696629213,52718,24382,准流失
574,4,9.852459016,0.972563954,2,6,0.483870968,41155,37687,已流失
575,5,19.22857143,1.380619144,0,2,0.527777778,44245,34927,准流失
576,5,13.86,0.73627451,0,14,0.588235294,25957,43899,准流失
577,5,8.279411765,0.731558088,4,8,0.710144928,56879,9521,准流失
578,5,8.240963855,0.962312287,3,12,0.5,48465,37128,准流失
579,5,10.70149254,0.794431222,2,5,0.514705882,43145,34159,准流失
580,4,37.05263158,0.769414069,0,0,0.7,45776,30695,准流失
581,6,23.88461538,0.816711529,1,42,0.259259259,27626,57802,已流失
582,4,11.50793651,0.757229554,1,15,0.40625,21728,53651,已流失
583,5,6.392857143,0.589203374,5,54,0.530973451,30877,32183,准流失
584,6,17.1025641,1.443029477,3,5,0.625,46792,30600,准流失
585,5,9.189873418,0.624723523,3,9,0.525,32454,35899,准流失
586,5,12.94230769,0.76250826,1,5,0.471698113,42519,44401,已流失
587,6,6.759259259,0.700098478,2,6,0.47706422,32623,32757,已流失
588,5,10.2173913,0.764457525,1,6,0.457142857,28705,58138,已流失
589,6,20.97058824,1.37325484,0,4,0.314285714,24557,55229,已流失
590,6,20.3030303,1.307116221,0,3,0.558823529,49136,35106,准流失
591,5,8.08045977,0.782405619,3,68,0.431818182,30992,41754,已流失
592,5,7.21,0.821220119,7,33,0.475247525,37232,39467,已流失
593,4,16.55813953,0.697107982,8,8,0.454545455,25635,34110,已流失
594,6,12.5,0.690196361,0,0,0.543859649,36796,25280,准流失
595,6,16.73809524,1.225645051,4,24,0.674418605,59077,25196,准流失
596,5,12.5,0.846069291,5,6,0.596491228,46313,26289,准流失
597,5,8.864197531,0.705870234,7,12,0.402439024,33068,41172,已流失
598,4,10.39705882,0.903869993,5,13,0.072463768,7250,77376,已流失
599,5,11.08064516,0.833366699,1,11,0.476190476,38906,43690,已流失
600,5,43.0,1.013213001,0,0,0.25,25367,63808,已流失
601,5,9.367647059,0.859349031,1,8,0.550724638,50751,32588,准流失
602,6,8.356321839,0.922312153,0,4,0.545454545,46963,38143,准流失
603,5,12.44827586,0.641461668,2,2,0.491525424,23800,34108,已流失
604,5,18.35897436,0.640861525,7,10,0.6,42098,23798,准流失
605,4,50.25,0.752468392,1,1,0.538461538,23415,45361,准流失
606,6,10.6119403,0.712072581,2,3,0.558823529,40698,32960,准流失
607,5,10.67647059,0.710441151,2,21,0.565217391,43726,23417,准流失
608,5,13.40540541,1.335886053,4,11,0.789473684,68253,16898,准流失
609,5,7.322916667,0.890442047,5,31,0.453608247,37030,41069,已流失
610,4,53.75,0.879156546,7,7,0.538461538,12790,76368,准流失
611,4,8.722891566,0.680674344,3,4,0.773809524,46623,25374,准流失
612,6,19.65625,1.400179804,0,3,0.636363636,52016,27710,准流失
613,6,11.58333333,0.652295875,0,7,0.672131148,41179,24916,准流失
614,6,8.244186047,0.740124516,6,11,0.551724138,46403,31359,准流失
615,4,40.875,0.80243475,5,9,0.529411765,49352,18411,准流失
616,5,11.67213115,0.810345085,2,7,0.419354839,31719,45408,已流失
617,5,9.320512821,0.820983134,0,2,0.481012658,39938,35701,已流失
618,5,11.03508772,0.896582367,0,2,0.517241379,33840,41300,准流失
619,4,26.12,0.666378424,1,1,0.423076923,20299,33899,已流失
620,5,8.888888889,0.700985,0,3,0.451219512,20737,42212,已流失
621,6,7.698924731,0.761320588,8,77,0.521276596,43082,28326,准流失
622,4,14.97619048,0.947841903,0,1,0.720930233,57825,18054,准流失
623,5,14.83333333,1.019422095,0,2,0.489795918,40895,38745,已流失
624,5,22.74193548,0.967861715,3,35,0.375,40667,53572,已流失
625,5,8.864197531,0.706153885,4,13,0.56097561,43888,29914,准流失
626,5,11.3442623,0.824876139,7,14,0.467741935,33220,47191,已流失
627,6,10.1969697,0.877645872,0,2,0.492537313,28663,47963,已流失
628,6,8.65,0.807743897,7,114,0.580246914,42119,29682,准流失
629,6,8.470588235,0.791347497,5,24,0.395348837,28898,48392,已流失
630,4,85.8,1.141666667,0,4,0.833333333,75605,15121,准流失
631,5,66.125,0.917777778,0,0,0.555555556,51250,37963,准流失
632,6,11.69354839,0.81701218,3,7,0.53968254,34873,50151,准流失
633,4,17.72972973,0.672776465,3,12,0.5,34467,32267,准流失
634,6,18.38461538,1.311356405,2,4,0.625,56859,22682,准流失
635,6,8.986111111,0.695825062,3,9,0.602739726,40247,29740,准流失
636,6,10.15714286,0.78021629,5,39,0.450704225,47672,26994,已流失
637,6,9.876712329,0.967311788,4,14,0.567567568,46217,28947,准流失
638,4,13.84090909,0.995006913,1,3,0.444444444,25749,46472,已流失
639,6,5.666666667,0.635267428,14,52,0.779527559,50210,19451,准流失
640,5,8.247058824,0.641211101,0,4,0.511627907,28047,32110,准流失
641,5,11.28070175,0.728744669,3,4,0.5,36128,34108,准流失
642,6,10.58823529,0.82410712,0,4,0.579710145,44470,28246,准流失
643,5,18.48648649,1.056982345,0,2,0.421052632,28308,41611,已流失
644,6,8.948051948,0.723989122,2,4,0.730769231,51759,24133,准流失
645,4,40.6,0.862176721,2,3,0.5,48922,38869,准流失
646,4,15.19444444,1.428155295,0,15,0.351351351,16606,60098,已流失
647,5,9.573333333,0.713011977,8,52,0.578947368,49610,28845,准流失
648,5,16.90697674,1.230681203,5,8,0.431818182,28836,50458,已流失
649,6,7.397959184,0.951464844,8,45,0.585858586,57005,31324,准流失
650,6,13.82,1.357835843,0,3,0.431372549,33955,44562,已流失
651,6,10.83076923,0.722954875,4,5,0.727272727,61137,15794,准流失
652,6,9.526315789,0.879383317,6,10,0.480519481,41924,38230,已流失
653,6,6.838095238,0.78942673,2,5,0.528301887,39982,28972,准流失
654,5,7.301075269,0.632198528,6,7,0.627659574,39144,22373,准流失
655,6,7.318181818,0.752621956,3,16,0.595505618,43703,31634,准流失
656,4,62.2,0.810053381,0,0,0.454545455,41011,28471,已流失
657,4,25.11111111,0.719314533,0,0,0.842105263,52776,5052,准流失
658,6,12.69642857,0.941829369,0,0,0.701754386,56501,12505,准流失
659,6,9.28125,0.747842479,2,3,0.615384615,37317,28014,准流失
660,6,24.75,1.413954787,0,0,0.48,34785,38757,已流失
661,6,13.6,1.418412885,4,9,0.549019608,40077,35162,准流失
662,4,13.01886792,1.057823619,0,1,0.518518519,38592,33570,准流失
663,4,54.16666667,0.691331701,0,0,0.461538462,29499,23682,已流失
664,6,10.15492958,1.25802427,0,14,0.583333333,47722,32082,准流失
665,6,7.902173913,0.693748774,6,10,0.548387097,31405,35631,准流失
666,5,22.93333333,1.35912265,0,0,0.483870968,39114,42437,已流失
667,5,9.415584416,0.822873672,7,49,0.538461538,47905,32358,准流失
668,6,5.168421053,0.661020551,3,41,0.8125,56282,14083,准流失
669,5,12.33333333,0.81945874,3,4,0.362068966,26659,42980,已流失
670,5,7.821428571,0.710912445,4,7,0.505882353,31153,42271,准流失
671,6,11.3125,0.883145532,2,3,0.661538462,53901,26225,准流失
672,6,8.488095238,0.65577155,1,50,0.482352941,30337,33184,已流失
673,4,47.15384615,1.035521272,0,0,0.642857143,60560,39268,准流失
674,6,12.27118644,0.691508973,6,7,0.383333333,25037,41049,已流失
675,6,18.52631579,1.350910398,17,42,0.538461538,35428,41753,准流失
